$$Product2.StockKeepingUnit$ProductSellingModel.Name,IsDefault,Product2.StockKeepingUnit,ProductSellingModel.$$Name$SellingModelType,ProrationPolicy.Name
CS001;Evergreen - Monthly,true,CS001,Evergreen - Monthly;Evergreen,Default Proration Policy
KB001;One Time,true,KB001,One Time;OneTime,
MOU001;One Time,true,MOU001,One Time;OneTime,
W001;Term Based - Yearly,true,W001,Term Based - Yearly;TermDefined,Default Proration Policy
AV001;Evergreen - Yearly,true,AV001,Evergreen - Yearly;Evergreen,Default Proration Policy
LCP001;Term Based - Monthly,true,LCP001,Term Based - Monthly;TermDefined,Default Proration Policy
LB001;One Time,true,LB001,One Time;OneTime,
MO001;One Time,true,MO001,One Time;OneTime,
LP001;One Time,true,LP001,One Time;OneTime,
PP001;One Time,true,PP001,One Time;OneTime,
DS001;One Time,true,DS001,One Time;OneTime,
PRN001;One Time,true,PRN001,One Time;OneTime,
HDS001;One Time,true,HDS001,One Time;OneTime,
SP001;Term Based - Monthly,true,SP001,Term Based - Monthly;TermDefined,Default Proration Policy
TRG001;Term Based - Monthly,true,TRG001,Term Based - Monthly;TermDefined,Default Proration Policy
PB001;One Time,true,PB001,One Time;OneTime,
LPB001;One Time,true,LPB001,One Time;OneTime,
LLMCERT001;Term Based - Yearly,true,LLMCERT001,Term Based - Yearly;TermDefined,Default Proration Policy
ASTCERT001;Term Based - Yearly,true,ASTCERT001,Term Based - Yearly;TermDefined,Default Proration Policy
CERT007;Term Based - Yearly,true,CERT007,Term Based - Yearly;TermDefined,Default Proration Policy
UA001;Evergreen - Monthly,true,UA001,Evergreen - Monthly;Evergreen,Default Proration Policy
ATRG001;Term Based - Yearly,true,ATRG001,Term Based - Yearly;TermDefined,Default Proration Policy
SDP001;Term Based - Yearly,true,SDP001,Term Based - Yearly;TermDefined,Default Proration Policy
PCERT001;Term Based - Yearly,true,PCERT001,Term Based - Yearly;TermDefined,Default Proration Policy
TPP01;Evergreen - Yearly,true,TPP01,Evergreen - Yearly;Evergreen,Default Proration Policy
ACERT001;Term Based - Yearly,true,ACERT001,Term Based - Yearly;TermDefined,Default Proration Policy
DCERT001;Term Based - Yearly,true,DCERT001,Term Based - Yearly;TermDefined,Default Proration Policy
LLMTRG001;One Time,true,LLMTRG001,One Time;OneTime,
APTRG001;One Time,true,APTRG001,One Time;OneTime,
QP001;Term Based - Monthly,true,QP001,Term Based - Monthly;TermDefined,Default Proration Policy
OF001;Term Based - Monthly,true,OF001,Term Based - Monthly;TermDefined,Default Proration Policy
GW001;Term Based - Monthly,true,GW001,Term Based - Monthly;TermDefined,Default Proration Policy
GPTW001;Term Based - Monthly,true,GPTW001,Term Based - Monthly;TermDefined,Default Proration Policy
LCD001;Term Based - Monthly,true,LCD001,Term Based - Monthly;TermDefined,Default Proration Policy
MAIN0098;Term Based - Monthly,true,MAIN0098,Term Based - Monthly;TermDefined,Default Proration Policy
SLKSRC001;Term Based - Monthly,true,SLKSRC001,Term Based - Monthly;TermDefined,Default Proration Policy
SLKDPP007;Term Based - Monthly,true,SLKDPP007,Term Based - Monthly;TermDefined,Default Proration Policy
SLKDPP008;Term Based - Monthly,true,SLKDPP008,Term Based - Monthly;TermDefined,Default Proration Policy
