$$ChildProductClassification.Code$ChildProduct.StockKeepingUnit$ParentProduct.StockKeepingUnit$ProductComponentGroup.Code$ProductRelationshipType.Name,ChildProduct.StockKeepingUnit,ChildProductClassification.Code,ChildProductRole,ChildSellingModel.$$Name$SellingModelType,DoesBundlePriceIncludeChild,IsComponentRequired,IsDefaultComponent,IsQuantityEditable,MaxQuantity,MinQuantity,ParentProduct.StockKeepingUnit,ParentProductRole,ParentSellingModel.$$Name$SellingModelType,ProductComponentGroup.Code,ProductRelationshipType.Name,Quantity,QuantityScaleMethod,QuoteVisibility,Sequence,UnitOfMeasure.UnitCode
LF-GUARD-CORE;LF-BUNDLE-GUARD-INSTALL;PCG-LF-INST-CORE;Bundle to Bundle Component Relationship,LF-GUARD-CORE,,BundleComponent,,false,true,true,true,,,LF-BUNDLE-GUARD-INSTALL,Bundle,,PCG-LF-INST-CORE,Bundle to Bundle Component Relationship,1,,Always,10,
LF-INSTALL-STD;LF-BUNDLE-GUARD-INSTALL;PCG-LF-INST-CORE;Bundle to Bundle Component Relationship,LF-INSTALL-STD,,BundleComponent,,false,true,true,true,,,LF-BUNDLE-GUARD-INSTALL,Bundle,,PCG-LF-INST-CORE,Bundle to Bundle Component Relationship,1,,Always,20,
LF-SITE-SURVEY;LF-BUNDLE-GUARD-INSTALL;PCG-LF-INST-OPT;Bundle to Bundle Component Relationship,LF-SITE-SURVEY,,BundleComponent,,false,false,false,true,,,LF-BUNDLE-GUARD-INSTALL,Bundle,,PCG-LF-INST-OPT,Bundle to Bundle Component Relationship,1,,Always,30,
LF-GUTTER-CLEAN;LF-BUNDLE-GUARD-INSTALL;PCG-LF-INST-OPT;Bundle to Bundle Component Relationship,LF-GUTTER-CLEAN,,BundleComponent,,false,false,false,true,,,LF-BUNDLE-GUARD-INSTALL,Bundle,,PCG-LF-INST-OPT,Bundle to Bundle Component Relationship,1,,Always,40,
LF-GUARD-CORE;LF-BUNDLE-GUARD-FULL;PCG-LF-FULL-CORE;Bundle to Bundle Component Relationship,LF-GUARD-CORE,,BundleComponent,,false,true,true,true,,,LF-BUNDLE-GUARD-FULL,Bundle,,PCG-LF-FULL-CORE,Bundle to Bundle Component Relationship,1,,Always,10,
LF-INSTALL-STD;LF-BUNDLE-GUARD-FULL;PCG-LF-FULL-CORE;Bundle to Bundle Component Relationship,LF-INSTALL-STD,,BundleComponent,,false,true,true,true,,,LF-BUNDLE-GUARD-FULL,Bundle,,PCG-LF-FULL-CORE,Bundle to Bundle Component Relationship,1,,Always,20,
LF-SEAMLESS-SEG;LF-BUNDLE-GUARD-FULL;PCG-LF-FULL-ADD;Bundle to Bundle Component Relationship,LF-SEAMLESS-SEG,,BundleComponent,,false,false,false,true,,,LF-BUNDLE-GUARD-FULL,Bundle,,PCG-LF-FULL-ADD,Bundle to Bundle Component Relationship,1,,Always,30,
LF-DOWNSPOUT-KIT;LF-BUNDLE-GUARD-FULL;PCG-LF-FULL-ADD;Bundle to Bundle Component Relationship,LF-DOWNSPOUT-KIT,,BundleComponent,,false,false,false,true,,,LF-BUNDLE-GUARD-FULL,Bundle,,PCG-LF-FULL-ADD,Bundle to Bundle Component Relationship,1,,Always,40,
LF-DEBRIS-BRUSH;LF-BUNDLE-GUARD-FULL;PCG-LF-FULL-ADD;Bundle to Bundle Component Relationship,LF-DEBRIS-BRUSH,,BundleComponent,,false,false,false,true,,,LF-BUNDLE-GUARD-FULL,Bundle,,PCG-LF-FULL-ADD,Bundle to Bundle Component Relationship,1,,Always,50,
LF-SITE-SURVEY;LF-BUNDLE-GUARD-FULL;PCG-LF-FULL-ADD;Bundle to Bundle Component Relationship,LF-SITE-SURVEY,,BundleComponent,,false,false,false,true,,,LF-BUNDLE-GUARD-FULL,Bundle,,PCG-LF-FULL-ADD,Bundle to Bundle Component Relationship,1,,Always,60,
LF-GUTTER-CLEAN;LF-BUNDLE-GUARD-FULL;PCG-LF-FULL-ADD;Bundle to Bundle Component Relationship,LF-GUTTER-CLEAN,,BundleComponent,,false,false,false,true,,,LF-BUNDLE-GUARD-FULL,Bundle,,PCG-LF-FULL-ADD,Bundle to Bundle Component Relationship,1,,Always,70,
