$$Name$StockKeepingUnit,DecompositionScope,FulfillmentQtyCalcMethod,Name,StockKeepingUnit
Shipping Charge Product;9999999,,,Shipping Charge Product,9999999
AI Help Desk;AI Help Desk,OrderLineItem,,AI Help Desk,AI Help Desk
AI Bot;AIBOT,OrderLineItem,,AI Bot,AIBOT
Bulk Emails Sent;BES,OrderLineItem,,Bulk Emails Sent,BES
Bulk Emails Sent - Billing;BES-BILL,OrderLineItem,,Bulk Emails Sent - Billing,BES-BILL
Bulk WhatsApp Sent;BWS,OrderLineItem,,Bulk WhatsApp Sent,BWS
Fin AI Copilot;FIA-CO,OrderLineItem,,Fin AI Copilot,FIA-CO
Full Seats;FS-5,OrderLineItem,,Full Seats,FS-5
Fin Voice Resolutions;FVR,OrderLineItem,,Fin Voice Resolutions,FVR
Intercom Pricing 5.0;IC-50,OrderLineItem,,Intercom Pricing 5.0,IC-50
Intercom Phone;IP-123,OrderLineItem,,Intercom Phone,IP-123
Lite Seats;LS-5,OrderLineItem,,Lite Seats,LS-5
Proactive Support Plus;PSP,OrderLineItem,,Proactive Support Plus,PSP
Finance Service Delete;QB-AEH-BILL,Bundle,,Finance Service Delete,QB-AEH-BILL
Provisioning and Activation Service;QB-AEH-CPU,Bundle,,Provisioning and Activation Service,QB-AEH-CPU
AEH Environment Runtime;QB-AEH-ENV,OrderLineItem,,AEH Environment Runtime,QB-AEH-ENV
AEH Object Store - Restricted Use;QB-AEH-OBJ,OrderLineItem,,AEH Object Store - Restricted Use,QB-AEH-OBJ
Order Processing;QB-AEH-OR,Bundle,,Order Processing,QB-AEH-OR
Additional API;QB-API,OrderLineItem,,Additional API,QB-API
API Calls;QB-API-CALLS,,,API Calls,QB-API-CALLS
Additional API Flex (100M);QB-API-FLEX,OrderLineItem,,Additional API Flex (100M),QB-API-FLEX
Additional API Gov;QB-API-GOVT,OrderLineItem,,Additional API Gov,QB-API-GOVT
QB API Management Solution;QB-API-MGMT,OrderLineItem,,QB API Management Solution,QB-API-MGMT
Additional API Pre-Prod;QB-API-PREP,OrderLineItem,,Additional API Pre-Prod,QB-API-PREP
Additional API Prod;QB-API-PROD,OrderLineItem,,Additional API Prod,QB-API-PROD
API Access Requests (AEH);QB-API-REQT,OrderLineItem,,API Access Requests (AEH),QB-API-REQT
Additional Automation QB Credits;QB-AUT-CRED,OrderLineItem,,Additional Automation QB Credits,QB-AUT-CRED
QuantumBit Business Critical;QB-BDL-CRTL,OrderLineItem,,QuantumBit Business Critical,QB-BDL-CRTL
QuantumBit Enterprise;QB-BDL-ENTR,OrderLineItem,,QuantumBit Enterprise,QB-BDL-ENTR
PowerSwerve R750 Rack Server;QB-BDL-R750,OrderLineItem,,PowerSwerve R750 Rack Server,QB-BDL-R750
QuantumBit Rack Enclosure;QB-BDL-RAXS,OrderLineItem,,QuantumBit Rack Enclosure,QB-BDL-RAXS
Services Project;QB-BDL-SRVC,OrderLineItem,,Services Project,QB-BDL-SRVC
QuantumBit Starter;QB-BDL-STND,OrderLineItem,,QuantumBit Starter,QB-BDL-STND
Intel X710 Dual Port 10Gb SFP;QB-BET X710SFP,OrderLineItem,,Intel X710 Dual Port 10Gb SFP,QB-BET X710SFP
QuantumShell 8U 600mmx1070mm;QB-BMX-1050,OrderLineItem,,QuantumShell 8U 600mmx1070mm,QB-BMX-1050
QuantumShell 6U 600mmx870mm;QB-BMX-1051,OrderLineItem,,QuantumShell 6U 600mmx870mm,QB-BMX-1051
QuantumShell 10U 600mmx1200mm;QB-BMX-1053,OrderLineItem,,QuantumShell 10U 600mmx1200mm,QB-BMX-1053
Blanking Panel;QB-BSSA-4298,OrderLineItem,,Blanking Panel,QB-BSSA-4298
Sliding Shelf 200lbs;QB-BSSA-4300,OrderLineItem,,Sliding Shelf 200lbs,QB-BSSA-4300
Fixed Shelf 250lbs;QB-BSSA-4302,OrderLineItem,,Fixed Shelf 250lbs,QB-BSSA-4302
TX 600mm/750mm Stabilizer Plate;QB-BSSA-4303,OrderLineItem,,TX 600mm/750mm Stabilizer Plate,QB-BSSA-4303
TX Bolt-Down Kit;QB-BSSA-4304,OrderLineItem,,TX Bolt-Down Kit,QB-BSSA-4304
Roof Fan Tray 750mm - 120V;QB-BSSA-4306,OrderLineItem,,Roof Fan Tray 750mm - 120V,QB-BSSA-4306
Roof Fan Tray 750mm - 208V;QB-BSSA-4308,OrderLineItem,,Roof Fan Tray 750mm - 208V,QB-BSSA-4308
QB-CacheBoost 150;QB-CBOOST-150,,,QB-CacheBoost 150,QB-CBOOST-150
Cable Management Rings (Qty 10);QB-CMPC-5881,OrderLineItem,,Cable Management Rings (Qty 10),QB-CMPC-5881
Configured Power Cable;QB-CMPC-5882,OrderLineItem,,Configured Power Cable,QB-CMPC-5882
"Vertical Cable Organizer, 8 Cable Rings;QB-CMPC-5883",OrderLineItem,,"Vertical Cable Organizer, 8 Cable Rings",QB-CMPC-5883
Cable Containment Brackets;QB-CMPC-5884,OrderLineItem,,Cable Containment Brackets,QB-CMPC-5884
C13 to C14 Power Cable 3';QB-CMPC-5887,OrderLineItem,,C13 to C14 Power Cable 3',QB-CMPC-5887
C13 to C14 Power Cable 5';QB-CMPC-5888,OrderLineItem,,C13 to C14 Power Cable 5',QB-CMPC-5888
C19 to C20 Power Cable 3';QB-CMPC-5889,OrderLineItem,,C19 to C20 Power Cable 3',QB-CMPC-5889
C19 to C20 Power Cable 5';QB-CMPC-5890,OrderLineItem,,C19 to C20 Power Cable 5',QB-CMPC-5890
L5-20 Input Power Cable 12';QB-CMPC-5891,OrderLineItem,,L5-20 Input Power Cable 12',QB-CMPC-5891
L5-20 Input Power Cable 8';QB-CMPC-5892,OrderLineItem,,L5-20 Input Power Cable 8',QB-CMPC-5892
QuantumBit Database (Token Commit - Each);QB-CMT-TKN-EACH,,,QuantumBit Database (Token Commit - Each),QB-CMT-TKN-EACH
QuantumBit Database (Token Commit - Flat);QB-CMT-TKN-FLAT,,,QuantumBit Database (Token Commit - Flat),QB-CMT-TKN-FLAT
QuantumBit Database (Token Commit - Tier);QB-CMT-TKN-TIER,,,QuantumBit Database (Token Commit - Tier),QB-CMT-TKN-TIER
QuantumBit Complete Solution;QB-COMPLETE,OrderLineItem,,QuantumBit Complete Solution,QB-COMPLETE
Compute Time;QB-CPU-BLNG,,,Compute Time,QB-CPU-BLNG
