$$ProductCategory.Code$Product.StockKeepingUnit,Catalog.Code,IsPrimaryCategory,Product.StockKeepingUnit,ProductCategory.Code
PC-RK-COMMERCIAL;RK-COMM-PREM,CAT-RK-SVC,true,RK-COMM-PREM,PC-RK-COMMERCIAL
PC-RK-RESIDENTIAL;RK-RES-365,CAT-RK-SVC,true,RK-RES-365,PC-RK-RESIDENTIAL
PC-RK-PESTCTRL;RK-RODENT,CAT-RK-SVC,false,RK-RODENT,PC-RK-PESTCTRL
PC-RK-PESTCTRL;RK-INSECT,CAT-RK-SVC,false,RK-INSECT,PC-RK-PESTCTRL
PC-RK-PESTCTRL;RK-BIRD,CAT-RK-SVC,false,RK-BIRD,PC-RK-PESTCTRL
PC-RK-PESTCTRL;RK-TERMITE,CAT-RK-SVC,false,RK-TERMITE,PC-RK-PESTCTRL
PC-RK-DIGITAL;RK-USG-CONNECT,CAT-RK-SVC,true,RK-USG-CONNECT,PC-RK-DIGITAL
PC-RK-TREATMENTS;RK-FUMIGATION,CAT-RK-SVC,true,RK-FUMIGATION,PC-RK-TREATMENTS
PC-RK-TREATMENTS;RK-HEATTREAT,CAT-RK-SVC,false,RK-HEATTREAT,PC-RK-TREATMENTS
PC-RK-TREATMENTS;RK-MOSQUITO,CAT-RK-SVC,false,RK-MOSQUITO,PC-RK-TREATMENTS
PC-RK-EQUIPMENT;RK-AUTOGATE,CAT-RK-SVC,true,RK-AUTOGATE,PC-RK-EQUIPMENT
PC-RK-EQUIPMENT;RK-RADAR,CAT-RK-SVC,false,RK-RADAR,PC-RK-EQUIPMENT
