"Date update","Lookup field name","Lookup reference field name","Missing parent External Id value","Parent ExternalId field name","Parent SObject name","Record Id","sObject name"
"2026-04-08  12:58:49.940","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","S4BYLIDCMEOXJO58PD","ProductSellingModelOption"
"2026-04-08  12:58:49.940","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","K36YLUF2NJHEO7GPM1","ProductSellingModelOption"
"2026-04-08  12:58:49.940","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","AIKTWEYOMUEL8ZOEOE","ProductSellingModelOption"
"2026-04-08  12:58:49.940","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","EAW1JJSTGWBGFWHKEM","ProductSellingModelOption"
"2026-04-08  12:58:49.940","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","XHQVZUIJZMD95CHRRH","ProductSellingModelOption"
"2026-04-08  12:58:49.940","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","CN511ZNFWNOWCFCMFW","ProductSellingModelOption"
"2026-04-08  12:58:49.940","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","2OO8J3A6F8HHREIPPQ","ProductSellingModelOption"
"2026-04-08  12:58:49.940","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","QD9DVXMADP4EL4HSCF","ProductSellingModelOption"
"2026-04-08  12:58:49.941","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","AF6HBULFXKLLIGGIEZ","ProductSellingModelOption"
"2026-04-08  12:58:49.941","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","P7YAIS19MOSXICAJPD","ProductSellingModelOption"
"2026-04-08  12:58:49.941","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","Y4YDPDVHRV1CW3JO9G","ProductSellingModelOption"
"2026-04-08  12:58:49.941","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","FBGKMYMOQGJNV7OEJB","ProductSellingModelOption"
"2026-04-08  12:58:49.941","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","AIKWSUJCFPZ9AN78ZE","ProductSellingModelOption"
"2026-04-08  12:58:49.941","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","L1J5IXSANNZO2DOLVB","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","S4BYLIDCMEOXJO58PD","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","K36YLUF2NJHEO7GPM1","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","AIKTWEYOMUEL8ZOEOE","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","EAW1JJSTGWBGFWHKEM","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","XHQVZUIJZMD95CHRRH","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","CN511ZNFWNOWCFCMFW","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","2OO8J3A6F8HHREIPPQ","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","QD9DVXMADP4EL4HSCF","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","AF6HBULFXKLLIGGIEZ","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","P7YAIS19MOSXICAJPD","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","Y4YDPDVHRV1CW3JO9G","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","FBGKMYMOQGJNV7OEJB","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","AIKWSUJCFPZ9AN78ZE","ProductSellingModelOption"
"2026-04-08  12:58:51.766","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","L1J5IXSANNZO2DOLVB","ProductSellingModelOption"
