"Date update","Lookup field name","Lookup reference field name","Missing parent External Id value","Parent ExternalId field name","Parent SObject name","Record Id","sObject name"
"2026-02-27  16:49:40.637","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","XRXUXM42UFWVDGN6CT","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","ZCSF58L1WPHX9OPYRG","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","MQE1FCLSMQOLCVJ10Z","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","8LBJ3WCOT4ICAG1IT3","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","GEOQ6NNL5JLKGODB3B","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","CN4ELACSMOTCLFVOGH","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","BBPBOMWJO1E4LZSH6M","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","VLO4CFBGN6Y5SIWAG4","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","4URI1L0G1WSA7KLQ67","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","Term Annual;TermDefined","Name;SellingModelType","ProductSellingModel","DR8SONG6RLLGJR0HAV","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","DR8SONG6RLLGJR0HAV","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","Term Annual;TermDefined","Name;SellingModelType","ProductSellingModel","NARKUGPTC2LZJWSEFW","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProrationPolicyId","ProrationPolicy.Name","Default Proration Policy","Name","ProrationPolicy","NARKUGPTC2LZJWSEFW","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","YMX0BXA8UHTT8NJRGB","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","ZTUF3YYHTEI6FQCFIQ","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","RF58LZBTOPE9YPGJ8C","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","S423HIKYZTDPIM87KT","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","OSFKRBSLWUGJMGFO32","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","GJWSJVOT7OU1HFCZD0","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","T6P51AILLMA8JTU0NW","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","WWGV3NDBGBOITYFN5M","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","KRCDK41BXYQIOZKGNL","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","Z9RRI74HRXSTNU39VO","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","WQSPTSMNHEKUHTV76N","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","3LF5QSDQEKYIZUK8BT","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","AB3T0BUAADHEMUDYLN","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","THCUTJJBPF6QWPJT2D","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","5FEDJGCD5GOXOQS7YJ","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","URFZTAJKVBQPG3AXXO","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","QRIZEYS76O7VSV8ZYB","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","VAIKACBXX9JLNBFHFL","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","BZHUKHCDNF7A5K7KGL","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","OLKQSV8WRVFAUQF7YU","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","MRTLU5BO8SKHZZL0IX","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","D7KBXSLSDPL6VFBQGB","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","LKMIT5CD4PSMHQO5PD","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","HDBEIBDKX4BCFC3U2Y","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","MYDNMFBBQ2KDAUWPZG","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","J1SIMJI5T3A0OOUNKU","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","SOYRCRFSJ9YKGJGCWG","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","AMCXJPA3L0QD42WYPR","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","CIIWRYK81LQH0ACTQC","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","IT0WJBCTGPRLOOY1O9","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","ZMVQB2OUE97VZIZUTC","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","KAE4YEYFGUKQQNTYUA","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","GYEKRWJWGOCUMI22OE","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","LKMJVSSKPKVL8GDR1V","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","VP8C9QRVCEACMUXZTW","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","JHKGYHOUCWAJFCUDDZ","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","KHFXFYPNGUELKB4UYP","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","APLGGY1ZUDHS4VAMWS","ProductSellingModelOption"
"2026-02-27  16:49:40.638","ProductSellingModelId","ProductSellingModel.$$Name$SellingModelType","One-Time;OneTime","Name;SellingModelType","ProductSellingModel","0ZZ1BC9R3BPFV1M6YZ","ProductSellingModelOption"
